19,13,3.31,1
19,11,2.82,1
19,14,1.93,1
19,8,1.64,0
19,14,2.54,1
19,7,1.04,0
19,9,1.34,0
19,8,3.29,1
19,15,1.65,0
19,7,2.57,1
19,9,1.67,0
19,10,2.77,1
19,16,2,1
19,9,2.12,1
19,13,2.23,1
19,12,2.94,1
19,9,1.23,0
19,18,1.05,0
19,9,1.03,0
19,12,1.25,0
19,7,3.88,1
19,8,3.33,1
19,9,3.87,1
19,12,1.91,1
19,18,2.2,1
19,8,1.45,0
19,9,2.33,1
19,9,3.67,1
19,11,3.9,1
19,13,2.16,1
19,15,3.08,0
19,15,1.77,1
19,9,3.7,1
19,16,1.97,0
19,15,2.48,1
19,12,2.62,1
19,16,1.12,0
19,7,3.73,1
19,8,2.54,0
19,12,1.14,0
19,7,2.97,1
19,7,1.89,1
19,14,3.98,1
19,9,2.83,1
19,13,3.03,1
19,16,1.39,0
19,7,3.07,1
19,8,2.06,1
19,8,3.65,1
19,13,3.58,1
19,18,1.3,0
19,14,3.3,1
19,14,1.83,0
19,18,2.86,0
19,8,3.16,1
19,7,1.53,0
19,9,1.51,0
19,8,2.49,1
19,10,1.48,0
19,11,2.13,0
19,14,3.39,1
19,12,1.85,0
19,7,3.55,1
19,8,2.82,0
19,13,2.72,0
19,13,2.22,0
19,12,2.89,0
19,13,2.48,1
19,13,3.22,1
19,9,2.7,1
19,12,3.68,1
19,14,1.08,0
19,15,3.7,1
19,13,1.47,0
19,7,2.54,1
19,12,2.47,1
19,10,2.26,1
19,12,1.67,0
19,10,1.26,0
19,16,3.41,1
19,14,1.64,0
19,15,2.05,0
19,16,3.6,1
19,9,3.6,0
19,16,3.12,0
19,8,2.41,0
19,13,3.62,1
19,17,1.88,0
19,16,1.51,0
19,7,1.48,0
19,18,1.35,0
19,11,2.87,0
19,14,3.95,1
19,11,1.31,0
19,7,1.83,0
19,12,1.74,0
19,12,2.64,0
19,11,1.74,0
19,14,2.38,0
19,10,2.4,0
19,12,3.02,0
19,15,2.48,0
19,16,3.4,1
19,7,2.32,0
19,9,3.64,1
19,17,3.12,1
19,15,2.83,1
19,7,2.21,0
19,7,2.7,0
19,16,2.61,0
19,10,2.51,0
19,11,2.82,1
19,13,1.4,0
19,15,2.24,0
19,12,1.02,0
19,13,3.3,1
19,10,2.38,0
19,11,1.71,0
19,15,2.51,1
19,9,1.26,0
19,11,3.55,1
19,12,1.64,0
19,10,3.27,1
19,16,3.11,1
19,12,1.29,0
19,13,2.7,0
19,8,1.51,0
19,10,3.81,1
19,10,3.54,1
19,12,2.39,1
19,7,3.89,1
19,8,3.15,1
19,10,2.89,0
19,13,1.45,0
19,14,1.62,0
19,15,3.4,1
19,8,1.26,0
19,8,2.64,1
19,13,3.92,1
19,8,1.6,0
19,14,3.75,1
19,15,3.82,1
19,18,3.89,1
19,8,1.85,0
19,11,3.98,1
19,15,2.33,0
19,10,3.48,1
19,12,2.66,0
19,18,2.59,0
19,9,1.54,0
19,9,2.97,0
19,11,3.93,1
19,11,3.38,1
19,13,1.84,0
19,14,3.74,1
19,17,3.02,0
19,7,2.63,0
19,14,2.93,0
19,8,0.8,0
19,9,3.81,1
19,12,1.95,0
19,14,2.49,0
19,7,1.37,0
19,9,3.21,0
19,9,3.46,1
19,10,1.06,0
19,12,3.02,1
19,9,3.87,1
19,14,1.38,0
19,14,3.72,1
19,17,1.47,0
19,8,2.32,0
19,9,1.94,0
19,15,3.7,1
19,16,3.54,1
19,11,2.59,1
19,18,1.97,0
19,12,3.58,1
19,7,2.71,1
19,11,2.13,0
19,12,2.06,0
19,17,2.33,1
19,7,2.95,0
19,7,2.75,0
19,7,3.05,1
19,15,1.17,0
19,15,2.12,0
19,18,3.97,1
19,18,1.7,0
19,16,3.18,1
19,14,2.97,1
19,15,3.39,1
19,9,3.68,1
19,15,3.16,1
19,15,1.69,0
19,16,2.72,0
19,9,3.17,1
19,10,2.91,0
19,11,3.64,1
19,13,1.45,0
19,13,1.58,0
19,18,1.04,0
19,10,3.08,0
19,11,3.64,1
19,12,0.69,0
19,13,2.02,0
19,13,1.13,0
19,16,1.63,0
19,8,3.48,1
19,9,2.69,0
19,10,2.96,0
19,16,3.94,1
19,7,2.74,0
19,7,4,1
19,10,1.98,0
19,11,2.34,0
19,9,2.23,0
19,12,1.21,0
19,13,2.11,0
19,13,3.68,1
19,13,3.58,1
19,13,1.38,0
19,16,3.32,1
19,8,3.38,1
19,14,2.65,0
19,10,2.65,0
19,16,2.64,0
19,10,3.71,1
19,13,2.16,0
19,11,1.58,0
19,14,3.35,1
19,17,3.77,1
19,8,3.53,1
19,8,3.98,1
19,13,1.62,0
19,14,1.16,0
19,17,3.79,1
19,8,3.99,1
19,8,2.83,1
19,7,3.45,1
19,14,1.03,0
19,11,1.43,0
19,15,2.41,1
19,15,2.09,0
19,7,2.11,1
19,9,3.34,1
19,10,2.56,1
19,11,3.23,1
19,12,3.32,1
19,12,2.52,1
19,15,3.29,1
19,10,3.33,1
19,10,3.96,1
19,7,3.85,1
19,14,2.44,0
19,15,3.41,1
19,10,3.74,1
19,17,2.45,1
19,7,1.91,1
19,10,2.29,1
19,11,3.56,1
19,15,1.74,0
19,7,1.07,0
19,13,2.98,0
19,16,3.33,1
19,8,2.55,0
